BATCH_ID,PRODUCT_LINE,LAYUP_START,LAYUP_END,CURE_START,CURE_END,TRIM_START,TRIM_END,QC_TIMESTAMP,QC_RESULT,SCRAP_FLAG,DELAMINATION_SCORE
BATCH-20251119-08,AVALANCHE_X1,2025-11-20T06:35:24.238148,2025-11-20T08:35:24.238148,2025-11-20T09:05:24.238148,2025-11-20T13:05:24.238148,2025-11-20T13:20:24.238148,2025-11-20T14:20:24.238148,2025-11-20T14:50:24.238148,PASS,False,36.6
BATCH-20251120-01,AVALANCHE_X1,2025-11-20T09:35:24.238148,2025-11-20T11:35:24.238148,2025-11-20T12:05:24.238148,2025-11-20T16:05:24.238148,2025-11-20T16:20:24.238148,2025-11-20T17:20:24.238148,2025-11-20T17:50:24.238148,PASS,False,34.2
BATCH-20251120-02,AVALANCHE_X1,2025-11-20T12:35:24.238148,2025-11-20T14:35:24.238148,2025-11-20T15:05:24.238148,2025-11-20T19:05:24.238148,2025-11-20T19:20:24.238148,2025-11-20T20:20:24.238148,2025-11-20T20:50:24.238148,PASS,False,19.0
BATCH-20251120-03,AVALANCHE_X1,2025-11-20T15:35:24.238148,2025-11-20T17:35:24.238148,2025-11-20T18:05:24.238148,2025-11-20T22:05:24.238148,2025-11-20T22:20:24.238148,2025-11-20T23:20:24.238148,2025-11-20T23:50:24.238148,PASS,False,36.2
BATCH-20251120-04,AVALANCHE_X1,2025-11-20T18:35:24.238148,2025-11-20T20:35:24.238148,2025-11-20T21:05:24.238148,2025-11-21T01:05:24.238148,2025-11-21T01:20:24.238148,2025-11-21T02:20:24.238148,2025-11-21T02:50:24.238148,PASS,False,16.1
BATCH-20251120-05,AVALANCHE_X1,2025-11-20T21:35:24.238148,2025-11-20T23:35:24.238148,2025-11-21T00:05:24.238148,2025-11-21T04:05:24.238148,2025-11-21T04:20:24.238148,2025-11-21T05:20:24.238148,2025-11-21T05:50:24.238148,PASS,False,34.7
BATCH-20251120-06,AVALANCHE_X1,2025-11-21T00:35:24.238148,2025-11-21T02:35:24.238148,2025-11-21T03:05:24.238148,2025-11-21T07:05:24.238148,2025-11-21T07:20:24.238148,2025-11-21T08:20:24.238148,2025-11-21T08:50:24.238148,PASS,False,14.1
BATCH-20251120-07,AVALANCHE_X1,2025-11-21T03:35:24.238148,2025-11-21T05:35:24.238148,2025-11-21T06:05:24.238148,2025-11-21T10:05:24.238148,2025-11-21T10:20:24.238148,2025-11-21T11:20:24.238148,2025-11-21T11:50:24.238148,PASS,False,39.2
BATCH-20251120-08,AVALANCHE_X1,2025-11-21T06:35:24.238148,2025-11-21T08:35:24.238148,2025-11-21T09:05:24.238148,2025-11-21T13:05:24.238148,2025-11-21T13:20:24.238148,2025-11-21T14:20:24.238148,2025-11-21T14:50:24.238148,PASS,False,10.6
BATCH-20251121-01,AVALANCHE_X1,2025-11-21T09:35:24.238148,2025-11-21T11:35:24.238148,2025-11-21T12:05:24.238148,2025-11-21T16:05:24.238148,2025-11-21T16:20:24.238148,2025-11-21T17:20:24.238148,2025-11-21T17:50:24.238148,PASS,False,39.1
BATCH-20251121-02,AVALANCHE_X1,2025-11-21T12:35:24.238148,2025-11-21T14:35:24.238148,2025-11-21T15:05:24.238148,2025-11-21T19:05:24.238148,2025-11-21T19:20:24.238148,2025-11-21T20:20:24.238148,2025-11-21T20:50:24.238148,PASS,False,16.3
BATCH-20251121-03,AVALANCHE_X1,2025-11-21T15:35:24.238148,2025-11-21T17:35:24.238148,2025-11-21T18:05:24.238148,2025-11-21T22:05:24.238148,2025-11-21T22:20:24.238148,2025-11-21T23:20:24.238148,2025-11-21T23:50:24.238148,PASS,False,14.2
BATCH-20251121-04,AVALANCHE_X1,2025-11-21T18:35:24.238148,2025-11-21T20:35:24.238148,2025-11-21T21:05:24.238148,2025-11-22T01:05:24.238148,2025-11-22T01:20:24.238148,2025-11-22T02:20:24.238148,2025-11-22T02:50:24.238148,PASS,False,32.0
BATCH-20251121-05,AVALANCHE_X1,2025-11-21T21:35:24.238148,2025-11-21T23:35:24.238148,2025-11-22T00:05:24.238148,2025-11-22T04:05:24.238148,2025-11-22T04:20:24.238148,2025-11-22T05:20:24.238148,2025-11-22T05:50:24.238148,PASS,False,19.4
BATCH-20251121-06,AVALANCHE_X1,2025-11-22T00:35:24.238148,2025-11-22T02:35:24.238148,2025-11-22T03:05:24.238148,2025-11-22T07:05:24.238148,2025-11-22T07:20:24.238148,2025-11-22T08:20:24.238148,2025-11-22T08:50:24.238148,REJECT,True,45.2
BATCH-20251121-07,AVALANCHE_X1,2025-11-22T03:35:24.238148,2025-11-22T05:35:24.238148,2025-11-22T06:05:24.238148,2025-11-22T10:05:24.238148,2025-11-22T10:20:24.238148,2025-11-22T11:20:24.238148,2025-11-22T11:50:24.238148,PASS,False,37.4
BATCH-20251121-08,AVALANCHE_X1,2025-11-22T06:35:24.238148,2025-11-22T08:35:24.238148,2025-11-22T09:05:24.238148,2025-11-22T13:05:24.238148,2025-11-22T13:20:24.238148,2025-11-22T14:20:24.238148,2025-11-22T14:50:24.238148,PASS,False,21.8
BATCH-20251122-01,AVALANCHE_X1,2025-11-22T09:35:24.238148,2025-11-22T11:35:24.238148,2025-11-22T12:05:24.238148,2025-11-22T16:05:24.238148,2025-11-22T16:20:24.238148,2025-11-22T17:20:24.238148,2025-11-22T17:50:24.238148,PASS,False,42.0
BATCH-20251122-02,AVALANCHE_X1,2025-11-22T12:35:24.238148,2025-11-22T14:35:24.238148,2025-11-22T15:05:24.238148,2025-11-22T19:05:24.238148,2025-11-22T19:20:24.238148,2025-11-22T20:20:24.238148,2025-11-22T20:50:24.238148,PASS,False,42.3
BATCH-20251122-03,AVALANCHE_X1,2025-11-22T15:35:24.238148,2025-11-22T17:35:24.238148,2025-11-22T18:05:24.238148,2025-11-22T22:05:24.238148,2025-11-22T22:20:24.238148,2025-11-22T23:20:24.238148,2025-11-22T23:50:24.238148,PASS,False,12.3
BATCH-20251122-04,AVALANCHE_X1,2025-11-22T18:35:24.238148,2025-11-22T20:35:24.238148,2025-11-22T21:05:24.238148,2025-11-23T01:05:24.238148,2025-11-23T01:20:24.238148,2025-11-23T02:20:24.238148,2025-11-23T02:50:24.238148,PASS,False,29.1
BATCH-20251122-05,AVALANCHE_X1,2025-11-22T21:35:24.238148,2025-11-22T23:35:24.238148,2025-11-23T00:05:24.238148,2025-11-23T04:05:24.238148,2025-11-23T04:20:24.238148,2025-11-23T05:20:24.238148,2025-11-23T05:50:24.238148,PASS,False,20.8
BATCH-20251122-06,AVALANCHE_X1,2025-11-23T00:35:24.238148,2025-11-23T02:35:24.238148,2025-11-23T03:05:24.238148,2025-11-23T07:05:24.238148,2025-11-23T07:20:24.238148,2025-11-23T08:20:24.238148,2025-11-23T08:50:24.238148,PASS,False,9.9
BATCH-20251122-07,AVALANCHE_X1,2025-11-23T03:35:24.238148,2025-11-23T05:35:24.238148,2025-11-23T06:05:24.238148,2025-11-23T10:05:24.238148,2025-11-23T10:20:24.238148,2025-11-23T11:20:24.238148,2025-11-23T11:50:24.238148,PASS,False,25.7
BATCH-20251122-08,AVALANCHE_X1,2025-11-23T06:35:24.238148,2025-11-23T08:35:24.238148,2025-11-23T09:05:24.238148,2025-11-23T13:05:24.238148,2025-11-23T13:20:24.238148,2025-11-23T14:20:24.238148,2025-11-23T14:50:24.238148,PASS,False,19.2
BATCH-20251123-01,AVALANCHE_X1,2025-11-23T09:35:24.238148,2025-11-23T11:35:24.238148,2025-11-23T12:05:24.238148,2025-11-23T16:05:24.238148,2025-11-23T16:20:24.238148,2025-11-23T17:20:24.238148,2025-11-23T17:50:24.238148,PASS,False,19.1
BATCH-20251123-02,AVALANCHE_X1,2025-11-23T12:35:24.238148,2025-11-23T14:35:24.238148,2025-11-23T15:05:24.238148,2025-11-23T19:05:24.238148,2025-11-23T19:20:24.238148,2025-11-23T20:20:24.238148,2025-11-23T20:50:24.238148,PASS,False,20.7
BATCH-20251123-03,AVALANCHE_X1,2025-11-23T15:35:24.238148,2025-11-23T17:35:24.238148,2025-11-23T18:05:24.238148,2025-11-23T22:05:24.238148,2025-11-23T22:20:24.238148,2025-11-23T23:20:24.238148,2025-11-23T23:50:24.238148,PASS,False,50.5
BATCH-20251123-04,AVALANCHE_X1,2025-11-23T18:35:24.238148,2025-11-23T20:35:24.238148,2025-11-23T21:05:24.238148,2025-11-24T01:05:24.238148,2025-11-24T01:20:24.238148,2025-11-24T02:20:24.238148,2025-11-24T02:50:24.238148,REJECT,True,83.9
BATCH-20251123-05,AVALANCHE_X1,2025-11-23T21:35:24.238148,2025-11-23T23:35:24.238148,2025-11-24T00:05:24.238148,2025-11-24T04:05:24.238148,2025-11-24T04:20:24.238148,2025-11-24T05:20:24.238148,2025-11-24T05:50:24.238148,PASS,False,63.7
BATCH-20251123-06,AVALANCHE_X1,2025-11-24T00:35:24.238148,2025-11-24T02:35:24.238148,2025-11-24T03:05:24.238148,2025-11-24T07:05:24.238148,2025-11-24T07:20:24.238148,2025-11-24T08:20:24.238148,2025-11-24T08:50:24.238148,PASS,False,25.4
BATCH-20251123-07,AVALANCHE_X1,2025-11-24T03:35:24.238148,2025-11-24T05:35:24.238148,2025-11-24T06:05:24.238148,2025-11-24T10:05:24.238148,2025-11-24T10:20:24.238148,2025-11-24T11:20:24.238148,2025-11-24T11:50:24.238148,REJECT,True,47.5
BATCH-20251123-08,AVALANCHE_X1,2025-11-24T06:35:24.238148,2025-11-24T08:35:24.238148,2025-11-24T09:05:24.238148,2025-11-24T13:05:24.238148,2025-11-24T13:20:24.238148,2025-11-24T14:20:24.238148,2025-11-24T14:50:24.238148,PASS,False,24.6
BATCH-20251124-01,AVALANCHE_X1,2025-11-24T09:35:24.238148,2025-11-24T11:35:24.238148,2025-11-24T12:05:24.238148,2025-11-24T16:05:24.238148,2025-11-24T16:20:24.238148,2025-11-24T17:20:24.238148,2025-11-24T17:50:24.238148,PASS,False,25.9
BATCH-20251124-02,AVALANCHE_X1,2025-11-24T12:35:24.238148,2025-11-24T14:35:24.238148,2025-11-24T15:05:24.238148,2025-11-24T19:05:24.238148,2025-11-24T19:20:24.238148,2025-11-24T20:20:24.238148,2025-11-24T20:50:24.238148,PASS,False,11.9
BATCH-20251124-03,AVALANCHE_X1,2025-11-24T15:35:24.238148,2025-11-24T17:35:24.238148,2025-11-24T18:05:24.238148,2025-11-24T22:05:24.238148,2025-11-24T22:20:24.238148,2025-11-24T23:20:24.238148,2025-11-24T23:50:24.238148,PASS,False,27.6
BATCH-20251124-04,AVALANCHE_X1,2025-11-24T18:35:24.238148,2025-11-24T20:35:24.238148,2025-11-24T21:05:24.238148,2025-11-25T01:05:24.238148,2025-11-25T01:20:24.238148,2025-11-25T02:20:24.238148,2025-11-25T02:50:24.238148,PASS,False,32.6
BATCH-20251124-05,AVALANCHE_X1,2025-11-24T21:35:24.238148,2025-11-24T23:35:24.238148,2025-11-25T00:05:24.238148,2025-11-25T04:05:24.238148,2025-11-25T04:20:24.238148,2025-11-25T05:20:24.238148,2025-11-25T05:50:24.238148,PASS,False,16.6
BATCH-20251124-06,AVALANCHE_X1,2025-11-25T00:35:24.238148,2025-11-25T02:35:24.238148,2025-11-25T03:05:24.238148,2025-11-25T07:05:24.238148,2025-11-25T07:20:24.238148,2025-11-25T08:20:24.238148,2025-11-25T08:50:24.238148,PASS,False,35.7
BATCH-20251124-07,AVALANCHE_X1,2025-11-25T03:35:24.238148,2025-11-25T05:35:24.238148,2025-11-25T06:05:24.238148,2025-11-25T10:05:24.238148,2025-11-25T10:20:24.238148,2025-11-25T11:20:24.238148,2025-11-25T11:50:24.238148,PASS,False,21.9
BATCH-20251124-08,AVALANCHE_X1,2025-11-25T06:35:24.238148,2025-11-25T08:35:24.238148,2025-11-25T09:05:24.238148,2025-11-25T13:05:24.238148,2025-11-25T13:20:24.238148,2025-11-25T14:20:24.238148,2025-11-25T14:50:24.238148,PASS,False,24.2
BATCH-20251125-01,AVALANCHE_X1,2025-11-25T09:35:24.238148,2025-11-25T11:35:24.238148,2025-11-25T12:05:24.238148,2025-11-25T16:05:24.238148,2025-11-25T16:20:24.238148,2025-11-25T17:20:24.238148,2025-11-25T17:50:24.238148,PASS,False,10.2
BATCH-20251125-02,AVALANCHE_X1,2025-11-25T12:35:24.238148,2025-11-25T14:35:24.238148,2025-11-25T15:05:24.238148,2025-11-25T19:05:24.238148,2025-11-25T19:20:24.238148,2025-11-25T20:20:24.238148,2025-11-25T20:50:24.238148,PASS,False,20.8
BATCH-20251125-03,AVALANCHE_X1,2025-11-25T15:35:24.238148,2025-11-25T17:35:24.238148,2025-11-25T18:05:24.238148,2025-11-25T22:05:24.238148,2025-11-25T22:20:24.238148,2025-11-25T23:20:24.238148,2025-11-25T23:50:24.238148,PASS,False,38.1
BATCH-20251125-04,AVALANCHE_X1,2025-11-25T18:35:24.238148,2025-11-25T20:35:24.238148,2025-11-25T21:05:24.238148,2025-11-26T01:05:24.238148,2025-11-26T01:20:24.238148,2025-11-26T02:20:24.238148,2025-11-26T02:50:24.238148,PASS,False,35.4
BATCH-20251125-05,AVALANCHE_X1,2025-11-25T21:35:24.238148,2025-11-25T23:35:24.238148,2025-11-26T00:05:24.238148,2025-11-26T04:05:24.238148,2025-11-26T04:20:24.238148,2025-11-26T05:20:24.238148,2025-11-26T05:50:24.238148,PASS,False,31.5
BATCH-20251125-06,AVALANCHE_X1,2025-11-26T00:35:24.238148,2025-11-26T02:35:24.238148,2025-11-26T03:05:24.238148,2025-11-26T07:05:24.238148,2025-11-26T07:20:24.238148,2025-11-26T08:20:24.238148,2025-11-26T08:50:24.238148,PASS,False,33.5
BATCH-20251125-07,AVALANCHE_X1,2025-11-26T03:35:24.238148,2025-11-26T05:35:24.238148,2025-11-26T06:05:24.238148,2025-11-26T10:05:24.238148,2025-11-26T10:20:24.238148,2025-11-26T11:20:24.238148,2025-11-26T11:50:24.238148,PASS,False,28.1
BATCH-20251125-08,AVALANCHE_X1,2025-11-26T06:35:24.238148,2025-11-26T08:35:24.238148,2025-11-26T09:05:24.238148,2025-11-26T13:05:24.238148,2025-11-26T13:20:24.238148,2025-11-26T14:20:24.238148,2025-11-26T14:50:24.238148,PASS,False,24.9
BATCH-20251126-01,AVALANCHE_X1,2025-11-26T09:35:24.238148,2025-11-26T11:35:24.238148,2025-11-26T12:05:24.238148,2025-11-26T16:05:24.238148,2025-11-26T16:20:24.238148,2025-11-26T17:20:24.238148,2025-11-26T17:50:24.238148,PASS,False,24.2
BATCH-20251126-02,AVALANCHE_X1,2025-11-26T12:35:24.238148,2025-11-26T14:35:24.238148,2025-11-26T15:05:24.238148,2025-11-26T19:05:24.238148,2025-11-26T19:20:24.238148,2025-11-26T20:20:24.238148,2025-11-26T20:50:24.238148,PASS,False,34.2
BATCH-20251126-03,AVALANCHE_X1,2025-11-26T15:35:24.238148,2025-11-26T17:35:24.238148,2025-11-26T18:05:24.238148,2025-11-26T22:05:24.238148,2025-11-26T22:20:24.238148,2025-11-26T23:20:24.238148,2025-11-26T23:50:24.238148,PASS,False,28.7
BATCH-20251126-04,AVALANCHE_X1,2025-11-26T18:35:24.238148,2025-11-26T20:35:24.238148,2025-11-26T21:05:24.238148,2025-11-27T01:05:24.238148,2025-11-27T01:20:24.238148,2025-11-27T02:20:24.238148,2025-11-27T02:50:24.238148,PASS,False,18.5
BATCH-20251126-05,AVALANCHE_X1,2025-11-26T21:35:24.238148,2025-11-26T23:35:24.238148,2025-11-27T00:05:24.238148,2025-11-27T04:05:24.238148,2025-11-27T04:20:24.238148,2025-11-27T05:20:24.238148,2025-11-27T05:50:24.238148,PASS,False,26.8
BATCH-20251126-06,AVALANCHE_X1,2025-11-27T00:35:24.238148,2025-11-27T02:35:24.238148,2025-11-27T03:05:24.238148,2025-11-27T07:05:24.238148,2025-11-27T07:20:24.238148,2025-11-27T08:20:24.238148,2025-11-27T08:50:24.238148,PASS,False,32.1
BATCH-20251126-07,AVALANCHE_X1,2025-11-27T03:35:24.238148,2025-11-27T05:35:24.238148,2025-11-27T06:05:24.238148,2025-11-27T10:05:24.238148,2025-11-27T10:20:24.238148,2025-11-27T11:20:24.238148,2025-11-27T11:50:24.238148,PASS,False,21.1
BATCH-20251126-08,AVALANCHE_X1,2025-11-27T06:35:24.238148,2025-11-27T08:35:24.238148,2025-11-27T09:05:24.238148,2025-11-27T13:05:24.238148,2025-11-27T13:20:24.238148,2025-11-27T14:20:24.238148,2025-11-27T14:50:24.238148,PASS,False,22.3
BATCH-20251127-01,AVALANCHE_X1,2025-11-27T09:35:24.238148,2025-11-27T11:35:24.238148,2025-11-27T12:05:24.238148,2025-11-27T16:05:24.238148,2025-11-27T16:20:24.238148,2025-11-27T17:20:24.238148,2025-11-27T17:50:24.238148,PASS,False,32.5
BATCH-20251127-02,AVALANCHE_X1,2025-11-27T12:35:24.238148,2025-11-27T14:35:24.238148,2025-11-27T15:05:24.238148,2025-11-27T19:05:24.238148,2025-11-27T19:20:24.238148,2025-11-27T20:20:24.238148,2025-11-27T20:50:24.238148,PASS,False,9.5
BATCH-20251127-03,AVALANCHE_X1,2025-11-27T15:35:24.238148,2025-11-27T17:35:24.238148,2025-11-27T18:05:24.238148,2025-11-27T22:05:24.238148,2025-11-27T22:20:24.238148,2025-11-27T23:20:24.238148,2025-11-27T23:50:24.238148,PASS,False,35.0
BATCH-20251127-04,AVALANCHE_X1,2025-11-27T18:35:24.238148,2025-11-27T20:35:24.238148,2025-11-27T21:05:24.238148,2025-11-28T01:05:24.238148,2025-11-28T01:20:24.238148,2025-11-28T02:20:24.238148,2025-11-28T02:50:24.238148,PASS,False,29.2
BATCH-20251127-05,AVALANCHE_X1,2025-11-27T21:35:24.238148,2025-11-27T23:35:24.238148,2025-11-28T00:05:24.238148,2025-11-28T04:05:24.238148,2025-11-28T04:20:24.238148,2025-11-28T05:20:24.238148,2025-11-28T05:50:24.238148,PASS,False,28.3
BATCH-20251127-06,AVALANCHE_X1,2025-11-28T00:35:24.238148,2025-11-28T02:35:24.238148,2025-11-28T03:05:24.238148,2025-11-28T07:05:24.238148,2025-11-28T07:20:24.238148,2025-11-28T08:20:24.238148,2025-11-28T08:50:24.238148,PASS,False,11.2
BATCH-20251127-07,AVALANCHE_X1,2025-11-28T03:35:24.238148,2025-11-28T05:35:24.238148,2025-11-28T06:05:24.238148,2025-11-28T10:05:24.238148,2025-11-28T10:20:24.238148,2025-11-28T11:20:24.238148,2025-11-28T11:50:24.238148,PASS,False,29.6
BATCH-20251127-08,AVALANCHE_X1,2025-11-28T06:35:24.238148,2025-11-28T08:35:24.238148,2025-11-28T09:05:24.238148,2025-11-28T13:05:24.238148,2025-11-28T13:20:24.238148,2025-11-28T14:20:24.238148,2025-11-28T14:50:24.238148,PASS,False,14.1
BATCH-20251128-01,AVALANCHE_X1,2025-11-28T09:35:24.238148,2025-11-28T11:35:24.238148,2025-11-28T12:05:24.238148,2025-11-28T16:05:24.238148,2025-11-28T16:20:24.238148,2025-11-28T17:20:24.238148,2025-11-28T17:50:24.238148,REJECT,True,51.6
BATCH-20251128-02,AVALANCHE_X1,2025-11-28T12:35:24.238148,2025-11-28T14:35:24.238148,2025-11-28T15:05:24.238148,2025-11-28T19:05:24.238148,2025-11-28T19:20:24.238148,2025-11-28T20:20:24.238148,2025-11-28T20:50:24.238148,PASS,False,14.0
BATCH-20251128-03,AVALANCHE_X1,2025-11-28T15:35:24.238148,2025-11-28T17:35:24.238148,2025-11-28T18:05:24.238148,2025-11-28T22:05:24.238148,2025-11-28T22:20:24.238148,2025-11-28T23:20:24.238148,2025-11-28T23:50:24.238148,PASS,False,11.2
BATCH-20251128-04,AVALANCHE_X1,2025-11-28T18:35:24.238148,2025-11-28T20:35:24.238148,2025-11-28T21:05:24.238148,2025-11-29T01:05:24.238148,2025-11-29T01:20:24.238148,2025-11-29T02:20:24.238148,2025-11-29T02:50:24.238148,PASS,False,33.6
BATCH-20251128-05,AVALANCHE_X1,2025-11-28T21:35:24.238148,2025-11-28T23:35:24.238148,2025-11-29T00:05:24.238148,2025-11-29T04:05:24.238148,2025-11-29T04:20:24.238148,2025-11-29T05:20:24.238148,2025-11-29T05:50:24.238148,PASS,False,33.2
BATCH-20251128-06,AVALANCHE_X1,2025-11-29T00:35:24.238148,2025-11-29T02:35:24.238148,2025-11-29T03:05:24.238148,2025-11-29T07:05:24.238148,2025-11-29T07:20:24.238148,2025-11-29T08:20:24.238148,2025-11-29T08:50:24.238148,PASS,False,10.2
BATCH-20251128-07,AVALANCHE_X1,2025-11-29T03:35:24.238148,2025-11-29T05:35:24.238148,2025-11-29T06:05:24.238148,2025-11-29T10:05:24.238148,2025-11-29T10:20:24.238148,2025-11-29T11:20:24.238148,2025-11-29T11:50:24.238148,PASS,False,38.3
BATCH-20251128-08,AVALANCHE_X1,2025-11-29T06:35:24.238148,2025-11-29T08:35:24.238148,2025-11-29T09:05:24.238148,2025-11-29T13:05:24.238148,2025-11-29T13:20:24.238148,2025-11-29T14:20:24.238148,2025-11-29T14:50:24.238148,PASS,False,31.3
BATCH-20251129-01,AVALANCHE_X1,2025-11-29T09:35:24.238148,2025-11-29T11:35:24.238148,2025-11-29T12:05:24.238148,2025-11-29T16:05:24.238148,2025-11-29T16:20:24.238148,2025-11-29T17:20:24.238148,2025-11-29T17:50:24.238148,PASS,False,16.4
BATCH-20251129-02,AVALANCHE_X1,2025-11-29T12:35:24.238148,2025-11-29T14:35:24.238148,2025-11-29T15:05:24.238148,2025-11-29T19:05:24.238148,2025-11-29T19:20:24.238148,2025-11-29T20:20:24.238148,2025-11-29T20:50:24.238148,PASS,False,30.2
BATCH-20251129-03,AVALANCHE_X1,2025-11-29T15:35:24.238148,2025-11-29T17:35:24.238148,2025-11-29T18:05:24.238148,2025-11-29T22:05:24.238148,2025-11-29T22:20:24.238148,2025-11-29T23:20:24.238148,2025-11-29T23:50:24.238148,PASS,False,16.1
BATCH-20251129-04,AVALANCHE_X1,2025-11-29T18:35:24.238148,2025-11-29T20:35:24.238148,2025-11-29T21:05:24.238148,2025-11-30T01:05:24.238148,2025-11-30T01:20:24.238148,2025-11-30T02:20:24.238148,2025-11-30T02:50:24.238148,PASS,False,25.9
BATCH-20251129-05,AVALANCHE_X1,2025-11-29T21:35:24.238148,2025-11-29T23:35:24.238148,2025-11-30T00:05:24.238148,2025-11-30T04:05:24.238148,2025-11-30T04:20:24.238148,2025-11-30T05:20:24.238148,2025-11-30T05:50:24.238148,PASS,False,14.2
BATCH-20251129-06,AVALANCHE_X1,2025-11-30T00:35:24.238148,2025-11-30T02:35:24.238148,2025-11-30T03:05:24.238148,2025-11-30T07:05:24.238148,2025-11-30T07:20:24.238148,2025-11-30T08:20:24.238148,2025-11-30T08:50:24.238148,PASS,False,9.5
BATCH-20251129-07,AVALANCHE_X1,2025-11-30T03:35:24.238148,2025-11-30T05:35:24.238148,2025-11-30T06:05:24.238148,2025-11-30T10:05:24.238148,2025-11-30T10:20:24.238148,2025-11-30T11:20:24.238148,2025-11-30T11:50:24.238148,PASS,False,31.8
BATCH-20251129-08,AVALANCHE_X1,2025-11-30T06:35:24.238148,2025-11-30T08:35:24.238148,2025-11-30T09:05:24.238148,2025-11-30T13:05:24.238148,2025-11-30T13:20:24.238148,2025-11-30T14:20:24.238148,2025-11-30T14:50:24.238148,PASS,False,12.1
BATCH-20251130-01,AVALANCHE_X1,2025-11-30T09:35:24.238148,2025-11-30T11:35:24.238148,2025-11-30T12:05:24.238148,2025-11-30T16:05:24.238148,2025-11-30T16:20:24.238148,2025-11-30T17:20:24.238148,2025-11-30T17:50:24.238148,PASS,False,13.2
BATCH-20251130-02,AVALANCHE_X1,2025-11-30T12:35:24.238148,2025-11-30T14:35:24.238148,2025-11-30T15:05:24.238148,2025-11-30T19:05:24.238148,2025-11-30T19:20:24.238148,2025-11-30T20:20:24.238148,2025-11-30T20:50:24.238148,PASS,False,12.3
BATCH-20251130-03,AVALANCHE_X1,2025-11-30T15:35:24.238148,2025-11-30T17:35:24.238148,2025-11-30T18:05:24.238148,2025-11-30T22:05:24.238148,2025-11-30T22:20:24.238148,2025-11-30T23:20:24.238148,2025-11-30T23:50:24.238148,PASS,False,32.5
BATCH-20251130-04,AVALANCHE_X1,2025-11-30T18:35:24.238148,2025-11-30T20:35:24.238148,2025-11-30T21:05:24.238148,2025-12-01T01:05:24.238148,2025-12-01T01:20:24.238148,2025-12-01T02:20:24.238148,2025-12-01T02:50:24.238148,PASS,False,26.3
BATCH-20251130-05,AVALANCHE_X1,2025-11-30T21:35:24.238148,2025-11-30T23:35:24.238148,2025-12-01T00:05:24.238148,2025-12-01T04:05:24.238148,2025-12-01T04:20:24.238148,2025-12-01T05:20:24.238148,2025-12-01T05:50:24.238148,PASS,False,35.9
BATCH-20251130-06,AVALANCHE_X1,2025-12-01T00:35:24.238148,2025-12-01T02:35:24.238148,2025-12-01T03:05:24.238148,2025-12-01T07:05:24.238148,2025-12-01T07:20:24.238148,2025-12-01T08:20:24.238148,2025-12-01T08:50:24.238148,PASS,False,28.4
BATCH-20251130-07,AVALANCHE_X1,2025-12-01T03:35:24.238148,2025-12-01T05:35:24.238148,2025-12-01T06:05:24.238148,2025-12-01T10:05:24.238148,2025-12-01T10:20:24.238148,2025-12-01T11:20:24.238148,2025-12-01T11:50:24.238148,PASS,False,28.9
BATCH-20251130-08,AVALANCHE_X1,2025-12-01T06:35:24.238148,2025-12-01T08:35:24.238148,2025-12-01T09:05:24.238148,2025-12-01T13:05:24.238148,2025-12-01T13:20:24.238148,2025-12-01T14:20:24.238148,2025-12-01T14:50:24.238148,PASS,False,18.7
BATCH-20251201-01,AVALANCHE_X1,2025-12-01T09:35:24.238148,2025-12-01T11:35:24.238148,2025-12-01T12:05:24.238148,2025-12-01T16:05:24.238148,2025-12-01T16:20:24.238148,2025-12-01T17:20:24.238148,2025-12-01T17:50:24.238148,PASS,False,22.7
BATCH-20251201-02,AVALANCHE_X1,2025-12-01T12:35:24.238148,2025-12-01T14:35:24.238148,2025-12-01T15:05:24.238148,2025-12-01T19:05:24.238148,2025-12-01T19:20:24.238148,2025-12-01T20:20:24.238148,2025-12-01T20:50:24.238148,PASS,False,36.7
BATCH-20251201-03,AVALANCHE_X1,2025-12-01T15:35:24.238148,2025-12-01T17:35:24.238148,2025-12-01T18:05:24.238148,2025-12-01T22:05:24.238148,2025-12-01T22:20:24.238148,2025-12-01T23:20:24.238148,2025-12-01T23:50:24.238148,PASS,False,12.9
BATCH-20251201-04,AVALANCHE_X1,2025-12-01T18:35:24.238148,2025-12-01T20:35:24.238148,2025-12-01T21:05:24.238148,2025-12-02T01:05:24.238148,2025-12-02T01:20:24.238148,2025-12-02T02:20:24.238148,2025-12-02T02:50:24.238148,PASS,False,27.6
BATCH-20251201-05,AVALANCHE_X1,2025-12-01T21:35:24.238148,2025-12-01T23:35:24.238148,2025-12-02T00:05:24.238148,2025-12-02T04:05:24.238148,2025-12-02T04:20:24.238148,2025-12-02T05:20:24.238148,2025-12-02T05:50:24.238148,PASS,False,11.1
BATCH-20251201-06,AVALANCHE_X1,2025-12-02T00:35:24.238148,2025-12-02T02:35:24.238148,2025-12-02T03:05:24.238148,2025-12-02T07:05:24.238148,2025-12-02T07:20:24.238148,2025-12-02T08:20:24.238148,2025-12-02T08:50:24.238148,PASS,False,33.1
BATCH-20251201-07,AVALANCHE_X1,2025-12-02T03:35:24.238148,2025-12-02T05:35:24.238148,2025-12-02T06:05:24.238148,2025-12-02T10:05:24.238148,2025-12-02T10:20:24.238148,2025-12-02T11:20:24.238148,2025-12-02T11:50:24.238148,PASS,False,36.0
